# ========
# captured on: Wed Feb  6 11:49:58 2013
# hostname : santana
# os release : 3.7.3-101.fc17.x86_64
# perf version : 3.7.3-101.fc17.x86_64
# arch : x86_64
# nrcpus online : 8
# nrcpus avail : 8
# cpudesc : Intel(R) Core(TM) i7-3610QM CPU @ 2.30GHz
# cpuid : GenuineIntel,6,58,9
# total memory : 3612352 kB
# cmdline : /usr/bin/perf record --event=r003b088 -j any_call --pid=4158,4157,4156,4155,4154,4153,4152,4151,4150,4149,4148,4147,4146,4145,4144,4143,4142,4141,4140,4139,4138,4137,4136,4135,4134,4133,4132,4131,4130,4129,4128,4127,4126,4125,4124,4123,4122,4121,4120,4119,4118,4117,4116,4115,4114,4113,4112,4111,4110,4109,4108,4107,4106,4105,4104,4103,4102,4101,4100,4099,4098,4097,4096,4095,4088,4087,4086,4085,4083,4081 ./waitforpid.sh 4092 
# event : name = r003b088, type = 4, config = 0x3b088, config1 = 0x0, config2 = 0x0, excl_usr = 0, excl_kern = 0, excl_host = 0, excl_guest = 1, precise_ip = 0, id = { 51680, 51681, 51682, 51683, 51684, 51685, 51686, 51687, 51688, 51689, 51690, 51691, 51692, 51693, 51694, 51695, 51696, 51697, 51698, 51699, 51700, 51701, 51702, 51703, 51704, 51705, 51706, 51707, 51708, 51709, 51710, 51711, 51712, 51713, 51714, 51715, 51716, 51717, 51718, 51719, 51720, 51721, 51722, 51723, 51724, 51725, 51726, 51727, 51728, 51729, 51730, 51731, 51732, 51733, 51734, 51735, 51736, 51737, 51738, 51739, 51740, 51741, 51742, 51743, 51744, 51745, 51746, 51747, 51748, 51749 }
# HEADER_CPU_TOPOLOGY info available, use -I to display
# HEADER_NUMA_TOPOLOGY info available, use -I to display
# contains samples with branch stack
# pmu mappings: cpu = 4, software = 1, tracepoint = 2, breakpoint = 5
# ========
#
# Samples: 9M of event 'r003b088'
# Event count (approx.): 9290766
#
# Overhead   Command  Source Shared Object                                  Source Symbol  Target Shared Object                                  Target Symbol
# ........  ........  ....................  .............................................  ....................  .............................................
#
     0.02%  postgres  postgres              [.] PostgresMain                               postgres              [.] PortalStart                              
     0.02%  postgres  [kernel.kallsyms]     [k] skb_release_data                           [kernel.kallsyms]     [k] kfree                                    
     0.02%  postgres  postgres              [.] PostgresMain                               postgres              [.] PortalDefineQuery                        
     0.02%  postgres  postgres              [.] CacheInvalidateHeapTuple                   postgres              [.] IsSystemRelation                         
     0.02%  postgres  postgres              [.] ExecAssignResultTypeFromTL                 postgres              [.] ExecAssignResultType                     
     0.02%  postgres  [kernel.kallsyms]     [k] unix_stream_recvmsg                        [kernel.kallsyms]     [k] pid_vnr                                  
     0.02%  postgres  postgres              [.] make_restrictinfo_internal                 postgres              [.] bms_is_empty                             
     0.02%  postgres  postgres              [.] IsSystemRelation                           postgres              [.] IsToastNamespace                         
     0.02%  postgres  [unknown]             [.] 0x00007fff7ddffa20                         [unknown]             [.] 0x00007fff7ddff600                       
     0.02%  postgres  postgres              [.] FreeExprContext                            postgres              [.] list_delete_ptr                          
     0.02%  postgres  postgres              [.] FreeExprContext                            postgres              [.] ShutdownExprContext.isra.0               
     0.02%  postgres  postgres              [.] index_endscan                              postgres              [.] RelationDecrementReferenceCount          
     0.02%  postgres  postgres              [.] secure_read                                postgres              [.] client_read_ended                        
     0.02%  postgres  [kernel.kallsyms]     [k] unix_stream_recvmsg                        [kernel.kallsyms]     [k] skb_unlink                               
     0.02%  postgres  [kernel.kallsyms]     [k] kmem_cache_alloc_node                      [kernel.kallsyms]     [k] _cond_resched                            
     0.02%  postgres  [kernel.kallsyms]     [k] security_socket_getpeersec_dgram           [kernel.kallsyms]     [k] selinux_socket_getpeersec_dgram          
     0.02%  postgres  [kernel.kallsyms]     [k] unix_stream_recvmsg                        [kernel.kallsyms]     [k] schedule_timeout                         
     0.02%  postgres  postgres              [.] raw_parser                                 postgres              [.] scanner_init                             
     0.02%  postgres  [kernel.kallsyms]     [k] __alloc_skb                                [kernel.kallsyms]     [k] kmem_cache_alloc_node                    
     0.02%  postgres  postgres              [.] transformStmt                              postgres              [.] MemoryContextAllocZeroAligned            
     0.02%  postgres  postgres              [.] ExecAssignProjectionInfo                   postgres              [.] ExecBuildProjectionInfo                  
     0.02%  postgres  postgres              [.] ExecBuildProjectionInfo                    postgres              [.] ExecTargetListLength                     
     0.02%  postgres  postgres              [.] IndexScanEnd                               postgres              [.] pfree                                    
